CATEGORY_NAME,CONTENT_ID,CONTENT_NAME,CONTENT_TYPE,DEPTH,EXPIRE_DATE,LAST_UPDATED_DATE,PUBLISH_DATE,STATUS,SUMMARY_TEXT,TEXT,URL
2017 Reports (Weekly),667638,"December 25, 2017 to December 31, 2017 Commercial Building Permit Intakes",B,2,,2018-01-02 23:24:29 UTC,2018-01-02 23:23:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667638
2017 Reports (Weekly),667639,"December 25, 2017 to December 31, 2017 Issued Commercial Building Permits",B,2,,2018-01-02 23:25:03 UTC,2018-01-02 23:24:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667639
2017 Reports (Weekly),667640,"December 25, 2017 to December 31, 2017 Land Use Review Intakes",B,2,,2018-01-02 23:26:00 UTC,2018-01-02 23:25:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667640
2017 Reports (Weekly),667641,"December 25, 2017 to December 31, 2017 Facility Permit Intakes",B,2,,2018-01-02 23:26:27 UTC,2018-01-02 23:26:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667641
2017 Reports (Weekly),667642,"December 25, 2017 to December 31, 2017 Issued Facility Permits",B,2,,2018-01-02 23:26:50 UTC,2018-01-02 23:26:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667642
2017 Reports (Weekly),667643,"December 25, 2017 to December 31, 2017 Residential Permit Intakes",B,2,,2018-01-02 23:27:18 UTC,2018-01-02 23:26:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667643
2017 Reports (Weekly),667644,"December 25, 2017 to December 31, 2017 Issued Residential Permits",B,2,,2018-01-02 23:27:47 UTC,2018-01-02 23:27:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667644
2017 Reports (Monthly),667825,December 2017 Commercial Building Permit Intakes,B,2,,2018-01-03 23:35:47 UTC,2018-01-03 23:32:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667825
2017 Reports (Monthly),667827,December 2017 Issued Commercial Building Permits,B,2,,2018-01-03 23:36:27 UTC,2018-01-03 23:35:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667827
2017 Reports (Monthly),667828,December 2017 Land Use Review Intakes,B,2,,2018-01-03 23:36:46 UTC,2018-01-03 23:36:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667828
2017 Reports (Monthly),667829,December 2017 Facility Permit Intakes,B,2,,2018-01-03 23:36:57 UTC,2018-01-03 23:36:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667829
2017 Reports (Monthly),667831,December 2017 Issued Facility Permits,B,2,,2018-01-03 23:37:13 UTC,2018-01-03 23:37:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667831
2017 Reports (Monthly),667832,December 2017 Residential Permit Intakes,B,2,,2018-01-03 23:37:33 UTC,2018-01-03 23:37:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667832
2017 Reports (Monthly),667833,December 2017  Issued Residential Permits,B,2,,2018-01-03 23:37:44 UTC,2018-01-03 23:37:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/667833
2018 Reports (Weekly),668311,"January 1, 2018 to January 7, 2018 Commercial Building Permit Intakes",B,2,,2018-01-08 20:05:41 UTC,2018-01-08 20:04:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/668311
2018 Reports (Weekly),668314,"January 1, 2018 to January 7, 2018 Land Use Review Intakes",B,2,,2018-01-08 20:07:18 UTC,2018-01-08 20:06:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/668314
2018 Reports (Weekly),668313,"January 1, 2018 to January 7, 2018 Issued Commercial Building Permits",B,2,,2018-01-08 20:06:26 UTC,2018-01-08 20:06:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/668313
2018 Reports (Weekly),668315,"January 1, 2018 to January 7, 2018 Facility Permit Intakes",B,2,,2018-01-08 20:07:52 UTC,2018-01-08 20:07:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/668315
2018 Reports (Weekly),668320,"January 1, 2018 to January 7, 2018 Issued Residential Permits",B,2,,2018-01-08 20:10:19 UTC,2018-01-08 20:09:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/668320
2018 Reports (Weekly),668319,"January 1, 2018 to January 7, 2018 Residential Permit Intakes",B,2,,2018-01-08 20:09:47 UTC,2018-01-08 20:09:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/668319
2018 Reports (Weekly),668317,"January 1, 2018 to January 7, 2018 Issued Facility Permits",B,2,,2018-01-08 20:09:23 UTC,2018-01-08 20:09:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/668317
2018 Reports (Weekly),669109,"January 8, 2018 to January 14, 2018 Commercial Building Permit Intakes",B,2,,2018-01-16 17:02:58 UTC,2018-01-16 17:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/669109
2018 Reports (Weekly),669110,"January 8, 2018 to January 14, 2018 Issued Commercial Building Permits",B,2,,2018-01-16 17:03:43 UTC,2018-01-16 17:03:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/669110
2018 Reports (Weekly),669115,"January 8, 2018 to January 14, 2018 Land Use Review Intakes",B,2,,2018-01-16 17:09:45 UTC,2018-01-16 17:09:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/669115
2018 Reports (Weekly),669161,"January 8, 2018 to January 14, 2018 Issued Facility Permits",B,2,,2018-01-16 18:01:15 UTC,2018-01-16 18:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/669161
2018 Reports (Weekly),669160,"January 8, 2018 to January 14, 2018 Facility Permit Intakes",B,2,,2018-01-16 18:00:46 UTC,2018-01-16 18:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/669160
2018 Reports (Weekly),669163,"January 8, 2018 to January 14, 2018 Issued Residential Permits",B,2,,2018-01-16 18:02:14 UTC,2018-01-16 18:01:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/669163
2018 Reports (Weekly),669162,"January 8, 2018 to January 14, 2018 Residential Permit Intakes",B,2,,2018-01-16 18:01:45 UTC,2018-01-16 18:01:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/669162
2018 Reports (Weekly),670131,"January 15, 2018 to January 21, 2018 Commercial Building Permit Intakes",B,2,,2018-01-22 19:24:29 UTC,2018-01-22 19:23:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/670131
2018 Reports (Weekly),670133,"January 15, 2018 to January 21, 2018 Land Use Review Intakes",B,2,,2018-01-22 19:25:05 UTC,2018-01-22 19:24:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/670133
2018 Reports (Weekly),670132,"January 15, 2018 to January 21, 2018 Issued Commercial Building Permits",B,2,,2018-01-22 19:24:50 UTC,2018-01-22 19:24:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/670132
2018 Reports (Weekly),670137,"January 15, 2018 to January 21, 2018 Issued Residential Permits",B,2,,2018-01-22 19:26:06 UTC,2018-01-22 19:25:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/670137
2018 Reports (Weekly),670136,"January 15, 2018 to January 21, 2018 Residential Permit Intakes",B,2,,2018-01-22 19:25:53 UTC,2018-01-22 19:25:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/670136
2018 Reports (Weekly),670135,"January 15, 2018 to January 21, 2018 Issued Facility Permits",B,2,,2018-01-22 19:25:39 UTC,2018-01-22 19:25:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/670135
2018 Reports (Weekly),670134,"January 15, 2018 to January 21, 2018  Facility Permit Intakes",B,2,,2018-01-22 19:25:17 UTC,2018-01-22 19:25:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/670134
2018 Reports (Weekly),671027,"January 22, 2018 to January 28, 2018 Commercial Building Permit Intakes",B,2,,2018-01-29 17:21:09 UTC,2018-01-29 17:20:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671027
2018 Reports (Weekly),671028,"January 22, 2018 to January 28, 2018 Issued Commercial Building Permits",B,2,,2018-01-29 17:21:48 UTC,2018-01-29 17:21:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671028
2018 Reports (Weekly),671029,"January 22, 2018 to January 28, 2018 Land Use Review Intakes",B,2,,2018-01-29 17:22:33 UTC,2018-01-29 17:21:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671029
2018 Reports (Weekly),671030,"January 22, 2018 to January 28, 2018 Facility Permit Intakes",B,2,,2018-01-29 17:23:10 UTC,2018-01-29 17:22:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671030
2018 Reports (Weekly),671031,"January 22, 2018 to January 28, 2018 Issued Facility Permits",B,2,,2018-01-29 17:24:01 UTC,2018-01-29 17:23:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671031
2018 Reports (Weekly),671032,"January 22, 2018 to January 28, 2018 Residential Permit Intakes",B,2,,2018-01-29 17:24:30 UTC,2018-01-29 17:24:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671032
2018 Reports (Weekly),671033,"January 22, 2018 to January 28, 2018 Issued Residential Permits",B,2,,2018-01-29 17:24:52 UTC,2018-01-29 17:24:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671033
2018 Reports (Monthly),671427,January 2018 Commercial Building Permit Intakes,B,2,,2018-02-01 17:00:59 UTC,2018-02-01 17:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671427
2018 Reports (Monthly),671428,January 2018 Issued Commercial Building Permits,B,2,,2018-02-01 17:02:13 UTC,2018-02-01 17:01:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671428
2018 Reports (Monthly),671431,January 2018 Land Use Review Intakes,B,2,,2018-02-01 17:05:14 UTC,2018-02-01 17:02:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671431
2018 Reports (Monthly),671433,January 2018 Facility Permit Intakes,B,2,,2018-02-01 17:14:17 UTC,2018-02-01 17:13:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671433
2018 Reports (Monthly),671434,January 2018 Issued Facility Permits,B,2,,2018-02-01 17:15:16 UTC,2018-02-01 17:14:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671434
2018 Reports (Monthly),671435,January 2018 Residential Permit Intakes,B,2,,2018-02-01 17:15:55 UTC,2018-02-01 17:15:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671435
2018 Reports (Monthly),671436,January 2018 Issued Residential Permits,B,2,,2018-02-01 17:16:18 UTC,2018-02-01 17:16:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671436
2018 Reports (Weekly),671834,"January 29, 2018 to February 4, 2018 Commercial Building Permit Intakes",B,2,,2018-02-05 16:59:39 UTC,2018-02-05 16:58:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671834
2018 Reports (Weekly),671835,"January 29, 2018 to February 4, 2018 Issued Commercial Building Permits",B,2,,2018-02-05 17:00:14 UTC,2018-02-05 16:59:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671835
2018 Reports (Weekly),671836,"January 29, 2018 to February 4, 2018 Land Use Review Intakes",B,2,,2018-02-05 17:01:07 UTC,2018-02-05 17:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671836
2018 Reports (Weekly),671838,"January 29, 2018 to February 4, 2018 Facility Permit Intakes",B,2,,2018-02-05 17:03:00 UTC,2018-02-05 17:02:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671838
2018 Reports (Weekly),671839,"January 29, 2018 to February 4, 2018 Issued Facility Permits",B,2,,2018-02-05 17:03:50 UTC,2018-02-05 17:03:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671839
2018 Reports (Weekly),671840,"January 29, 2018 to February 4, 2018 Residential Permit Intakes",B,2,,2018-02-05 17:04:39 UTC,2018-02-05 17:04:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671840
2018 Reports (Weekly),671841,"January 29, 2018 to February 4, 2018 Issued Residential Permits",B,2,,2018-02-05 17:05:08 UTC,2018-02-05 17:04:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/671841
2018 Reports (Weekly),672704,"February 5, 2018 to February 11, 2018 Commercial Building Permit Intakes",B,2,,2018-02-12 17:01:24 UTC,2018-02-12 17:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/672704
2018 Reports (Weekly),672705,"February 5, 2018 to February 11, 2018 Issued Commercial Building Permits",B,2,,2018-02-12 17:01:54 UTC,2018-02-12 17:01:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/672705
2018 Reports (Weekly),672706,"February 5, 2018 to February 11, 2018 Land Use Review Intakes",B,2,,2018-02-12 17:02:21 UTC,2018-02-12 17:02:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/672706
2018 Reports (Weekly),672708,"February 5, 2018 to February 11, 2018 Facility Permit Intakes",B,2,,2018-02-12 17:16:51 UTC,2018-02-12 17:16:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/672708
2018 Reports (Weekly),672710,"February 5, 2018 to February 11, 2018 Issued Facility Permits",B,2,,2018-02-12 17:19:21 UTC,2018-02-12 17:18:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/672710
2018 Reports (Weekly),672711,"February 5, 2018 to February 11, 2018 Residential Permit Intakes",B,2,,2018-02-12 17:20:28 UTC,2018-02-12 17:20:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/672711
2018 Reports (Weekly),672712,"February 5, 2018 to February 11, 2018 Issued Residential Permits",B,2,,2018-02-20 18:46:49 UTC,2018-02-12 17:20:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/672712
2018 Reports (Weekly),673991,"February 12, 2018 to February 18, 2018 Commercial Building Permit Intakes",B,2,,2018-02-20 23:45:52 UTC,2018-02-20 23:45:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/673991
2018 Reports (Weekly),673992,"February 12, 2018 to February 18, 2018 Issued Commercial Building Permits",B,2,,2018-02-20 23:46:26 UTC,2018-02-20 23:46:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/673992
2018 Reports (Weekly),673993,"February 12, 2018 to February 18, 2018 Land Use Review Intakes",B,2,,2018-02-20 23:47:02 UTC,2018-02-20 23:46:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/673993
2018 Reports (Weekly),673994,"February 12, 2018 to February 18, 2018 Facility Permit Intakes",B,2,,2018-02-20 23:47:36 UTC,2018-02-20 23:47:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/673994
2018 Reports (Weekly),673995,"February 12, 2018 to February 18, 2018 Issued Facility Permits",B,2,,2018-02-20 23:49:51 UTC,2018-02-20 23:49:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/673995
2018 Reports (Weekly),673997,"February 12, 2018 to February 18, 2018 Residential Permit Intakes",B,2,,2018-02-20 23:55:30 UTC,2018-02-20 23:55:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/673997
2018 Reports (Weekly),673998,"February 12, 2018 to February 18, 2018 Issued Residential Permits",B,2,,2018-02-20 23:56:00 UTC,2018-02-20 23:55:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/673998
2018 Reports (Weekly),674505,"February 19, 2018 to February 25, 2018 Commercial Building Permit Intakes",B,2,,2018-02-26 19:55:34 UTC,2018-02-26 19:54:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/674505
2018 Reports (Weekly),674506,"February 19, 2018 to February 25, 2018 Issued Commercial Building Permits",B,2,,2018-02-26 19:56:00 UTC,2018-02-26 19:55:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/674506
2018 Reports (Weekly),674507,"February 19, 2018 to February 25, 2018 Land Use Review Intakes",B,2,,2018-02-26 19:56:37 UTC,2018-02-26 19:56:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/674507
2018 Reports (Weekly),674508,"February 19, 2016 to February 25, 2018 Facility Permit Intakes",B,2,,2018-02-26 19:57:15 UTC,2018-02-26 19:56:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/674508
2018 Reports (Weekly),674511,"February 19, 2018 to February 25, 2018 Issued Facility Permits",B,2,,2018-02-26 20:07:35 UTC,2018-02-26 20:07:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/674511
2018 Reports (Weekly),674512,"February 19, 2018 to February 25, 2018 Residential Permit Intakes",B,2,,2018-02-26 20:07:59 UTC,2018-02-26 20:07:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/674512
2018 Reports (Weekly),674513,"February 19, 2018 to February 25, 2018 Issued Residential Permits",B,2,,2018-02-26 20:08:24 UTC,2018-02-26 20:08:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/674513
2018 Reports (Monthly),675000,February 2018 Commercial Building Permit Intakes,B,2,,2018-03-01 17:03:57 UTC,2018-03-01 17:03:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675000
2018 Reports (Monthly),675001,February 2018 Issued Commercial Building Permits,B,2,,2018-03-01 17:04:16 UTC,2018-03-01 17:03:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675001
2018 Reports (Monthly),675002,February 2018 Land Use Review Intakes,B,2,,2018-03-01 17:05:25 UTC,2018-03-01 17:04:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675002
2018 Reports (Monthly),675003,February 2018 Facility Permit Intakes,B,2,,2018-03-01 17:05:43 UTC,2018-03-01 17:05:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675003
2018 Reports (Monthly),675004,February 2018 Issued Facility Permits,B,2,,2018-03-01 17:06:07 UTC,2018-03-01 17:05:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675004
2018 Reports (Monthly),675005,February 2018 Residential Permit Intakes,B,2,,2018-03-01 17:06:39 UTC,2018-03-01 17:06:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675005
2018 Reports (Monthly),675006,February 2018 Issued Residential Permits,B,2,,2018-03-01 17:07:03 UTC,2018-03-01 17:06:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675006
2018 Reports (Weekly),675423,"February 26, 2018 to March 4, 2018 Commercial Building Permit Intakes",B,2,,2018-03-05 17:01:43 UTC,2018-03-05 17:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675423
2018 Reports (Weekly),675424,"February 26, 2018 to March 4, 2018 Issued Commercial Building Permits",B,2,,2018-03-05 17:03:22 UTC,2018-03-05 17:01:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675424
2018 Reports (Weekly),675425,"February 26, 2018 to March 4, 2018 Land Use Review Intakes",B,2,,2018-03-05 17:03:45 UTC,2018-03-05 17:03:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675425
2018 Reports (Weekly),675426,"February 26, 2018 to March 4, 2018 Facility Permit Intakes",B,2,,2018-03-05 17:04:06 UTC,2018-03-05 17:03:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675426
2018 Reports (Weekly),675427,"February 26, 2018 to March 4, 2018 Issued Facility Permits",B,2,,2018-03-05 17:04:26 UTC,2018-03-05 17:04:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675427
2018 Reports (Weekly),675428,"February 26, 2018 to March 4, 2018 Residential Permit Intakes",B,2,,2018-03-05 17:04:42 UTC,2018-03-05 17:04:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675428
2018 Reports (Weekly),675429,"February 26, 2018 to March 4, 2018 Issued Residental Permits",B,2,,2018-03-05 17:04:52 UTC,2018-03-05 17:04:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/675429
2018 Reports (Weekly),676269,"March 5, 2018 to March 11, 2018 Commercial Building Permit Intakes",B,2,,2018-03-12 16:00:37 UTC,2018-03-12 16:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/676269
2018 Reports (Weekly),676270,"March 5, 2018 to March 11, 2018 Issued Commercial Building Permits",B,2,,2018-03-12 16:01:15 UTC,2018-03-12 16:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/676270
2018 Reports (Weekly),676271,"March 5, 2018 to March 11, 2018 Land Use Review Intakes",B,2,,2018-03-12 16:01:41 UTC,2018-03-12 16:01:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/676271
2018 Reports (Weekly),676272,"March 5, 2018 to March 11, 2018 Facility Permit Intakes",B,2,,2018-03-12 16:03:07 UTC,2018-03-12 16:02:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/676272
2018 Reports (Weekly),676273,"March 5, 2018 to March 11, 2018 Issued Facility Permits",B,2,,2018-03-12 16:03:41 UTC,2018-03-12 16:03:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/676273
2018 Reports (Weekly),676274,"March 5, 2018 to March 11, 2018 Residential Permit Intakes",B,2,,2018-03-12 16:04:11 UTC,2018-03-12 16:03:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/676274
2018 Reports (Weekly),676275,"March 5, 2018 to March 11, 2018 Issued Residential Permits",B,2,,2018-03-12 16:04:31 UTC,2018-03-12 16:04:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/676275
2018 Reports (Weekly),677001,"March 12, 2018 to March 18, 2018 Commercial Building Permit Intakes",B,2,,2018-03-19 15:36:34 UTC,2018-03-19 15:36:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677001
2018 Reports (Weekly),677002,"March 12, 2018 to March 18, 2018 Issued Commercial Building Permits",B,2,,2018-03-19 15:37:31 UTC,2018-03-19 15:37:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677002
2018 Reports (Weekly),677003,"March 12, 2018 to March 18, 2018 Land Use Review Intakes",B,2,,2018-03-19 15:37:59 UTC,2018-03-19 15:37:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677003
2018 Reports (Weekly),677005,"March 12, 2018 to March 18, 2018 Facility Permit Intakes",B,2,,2018-03-19 15:39:16 UTC,2018-03-19 15:38:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677005
2018 Reports (Weekly),677006,"March 12, 2018 to March 18, 2018 Issued Facility Permits",B,2,,2018-03-19 15:39:38 UTC,2018-03-19 15:39:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677006
2018 Reports (Weekly),677007,"March 12, 2018 to March 18, 2018 Residential Permit Intakes",B,2,,2018-03-19 15:42:13 UTC,2018-03-19 15:41:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677007
2018 Reports (Weekly),677008,"March 12, 2018 to March 18, 2018 Issued Residential Permits",B,2,,2018-03-19 15:42:38 UTC,2018-03-19 15:42:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677008
2018 Reports (Weekly),677806,"March 19, 2018 to March 25, 2018 Commercial Building Permit Intakes",B,2,,2018-03-26 15:49:46 UTC,2018-03-26 15:48:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677806
2018 Reports (Weekly),677807,"March 19, 2018 to March 25, 2018 Issued Commercial Building Permits",B,2,,2018-03-26 15:50:16 UTC,2018-03-26 15:49:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677807
2018 Reports (Weekly),677811,"March 19, 2018 to March 25, 2018 Land Use Review Intakes",B,2,,2018-03-26 15:56:34 UTC,2018-03-26 15:56:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677811
2018 Reports (Weekly),677813,"March 19, 2018 to March 25, 2018 Facility Permit Intakes",B,2,,2018-03-26 15:58:21 UTC,2018-03-26 15:57:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677813
2018 Reports (Weekly),677814,"March 19, 2018 to March 25, 2018 Issued Facility Permits",B,2,,2018-03-26 15:58:50 UTC,2018-03-26 15:58:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677814
2018 Reports (Weekly),677815,"March 19, 2018 to March 25, 2018  Residential Permit Intakes",B,2,,2018-03-26 15:59:28 UTC,2018-03-26 15:58:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677815
2018 Reports (Weekly),677816,"March 19, 2018 to March 25, 2018 Issued Residential Permits",B,2,,2018-03-26 15:59:57 UTC,2018-03-26 15:59:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/677816
2018 Reports (Weekly),678746,"March 26, 2018 to April 1, 2018 Commercial Building Permit Intakes",B,2,,2018-04-02 16:51:46 UTC,2018-04-02 16:51:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678746
2018 Reports (Weekly),678747,"March 26, 2018 to April 1, 2018 Issued Commercial Building Permits",B,2,,2018-04-02 16:53:07 UTC,2018-04-02 16:51:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678747
2018 Reports (Weekly),678748,"March 26, 2018 to April 1, 2018 Land Use Review Intakes",B,2,,2018-04-02 16:53:49 UTC,2018-04-02 16:53:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678748
2018 Reports (Weekly),678749,"March 26, 2018 to April 1, 2018 Facility Permit Intakes",B,2,,2018-04-02 16:55:01 UTC,2018-04-02 16:54:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678749
2018 Reports (Weekly),678750,"March 26, 2018 to April 1, 2018 Issued Facility Permits",B,2,,2018-04-02 16:55:25 UTC,2018-04-02 16:55:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678750
2018 Reports (Weekly),678751,"March 26, 2018 to April 1, 2018 Residential Permit Intakes",B,2,,2018-04-02 16:55:55 UTC,2018-04-02 16:55:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678751
2018 Reports (Weekly),678752,"March 26, 2018 to April 1, 2018 Issued Residential Permits",B,2,,2018-04-02 16:57:18 UTC,2018-04-02 16:57:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678752
2018 Reports (Monthly),678809,March 2018 Commercial Building Permit Intakes,B,2,,2018-04-02 18:57:19 UTC,2018-04-02 18:57:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678809
2018 Reports (Monthly),678810,March 2018 Issued Commercial Building Permits,B,2,,2018-04-02 18:58:37 UTC,2018-04-02 18:57:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678810
2018 Reports (Monthly),678811,March 2018 Land Use Review Intakes,B,2,,2018-04-02 18:59:58 UTC,2018-04-02 18:59:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678811
2018 Reports (Monthly),678813,March 2018 Facility Permit Intakes,B,2,,2018-04-02 19:01:04 UTC,2018-04-02 19:00:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678813
2018 Reports (Monthly),678815,March 2018 Issued Facility Permits,B,2,,2018-04-02 19:01:34 UTC,2018-04-02 19:01:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678815
2018 Reports (Monthly),678816,March 2018 Residential Permit Intakes,B,2,,2018-04-02 19:02:00 UTC,2018-04-02 19:01:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678816
2018 Reports (Monthly),678817,March 2018 Issued Residential Permits,B,2,,2018-04-02 19:02:30 UTC,2018-04-02 19:02:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/678817
2018 Reports (Weekly),679581,"April 2, 2018 to April 8, 2018 Commercial Building Permit Intakes",B,2,,2018-04-09 17:15:26 UTC,2018-04-09 17:14:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/679581
2018 Reports (Weekly),679582,"April 2, 2018 to April 8, 2018 Issued Commercial Building Permits",B,2,,2018-04-09 17:16:31 UTC,2018-04-09 17:16:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/679582
2018 Reports (Weekly),679583,"April 2, 2018 to April 8, 2018 Land Use Review Intakes",B,2,,2018-04-09 17:17:10 UTC,2018-04-09 17:16:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/679583
2018 Reports (Weekly),679584,"April 2, 2018 to April 8, 2018 Facility Permit Intakes",B,2,,2018-04-09 17:17:44 UTC,2018-04-09 17:17:00 UTC,A,,,https://www.portlandoregon.gov/bds/article/679584
